slug,video_id,title,recorded_on,published_at,year,speakers,num_languages,url
alain_de_botton_a_kinder_gentler_philosophy_of_success,605,אלן דה בוטון: פילוסופיה של הצלחה אדיבה ומתונה יותר.,2009-07-21,2009-07-28T01:00:00Z,2009,Alain de Botton,47,https://www.ted.com/talks/alain_de_botton_a_kinder_gentler_philosophy_of_success
richard_st_john_success_is_a_continuous_journey,572,"ריצ'ארד סנט ג'ון: ""הצלחה היא מסע מתמשך""",2009-02-06,2009-06-12T01:00:00Z,2009,Richard St. John,50,https://www.ted.com/talks/richard_st_john_success_is_a_continuous_journey
michelle_obama_a_passionate_personal_case_for_education,555,מישל אובמה בשבח החינוך,2009-04-04,2009-05-27T01:00:00Z,2009,Michelle Obama,40,https://www.ted.com/talks/michelle_obama_a_passionate_personal_case_for_education
joachim_de_posada_don_t_eat_the_marshmallow,553,"חואכים דה פוסאדה אומר, אל תאכלו את המרשמלו... עדיין!",2009-02-05,2009-05-25T01:00:00Z,2009,Joachim de Posada,46,https://www.ted.com/talks/joachim_de_posada_don_t_eat_the_marshmallow
dan_ariely_are_we_in_control_of_our_own_decisions,548,דן אריאלי שואל: האם אנחנו שולטים בהחלטות שלנו?,2008-12-12,2009-05-19T01:00:00Z,2008,Dan Ariely,47,https://www.ted.com/talks/dan_ariely_are_we_in_control_of_our_own_decisions
hans_rosling_insights_on_hiv_in_stunning_data_visuals,540,האנס רוסלינג על נגיף ה-HIV : עובדות חדשות והמחשת מידע מדהימה,2009-02-06,2009-05-13T06:50:00Z,2009,Hans Rosling,42,https://www.ted.com/talks/hans_rosling_insights_on_hiv_in_stunning_data_visuals
brian_cox_what_went_wrong_at_the_lhc,531,בריאן קוקס: מה השתבש עם ה-LHC,2009-02-05,2009-05-01T09:26:00Z,2009,Brian Cox,40,https://www.ted.com/talks/brian_cox_what_went_wrong_at_the_lhc
kamal_meattle_how_to_grow_fresh_air,490,כאמאל מאטל - כיצד לגדל אוויר נקי משלך,2009-02-05,2009-03-20T01:00:00Z,2009,Kamal Meattle,46,https://www.ted.com/talks/kamal_meattle_how_to_grow_fresh_air
adam_savage_my_obsession_with_objects_and_the_stories_they_tell,488,האובססיות של אדם סבאג',2008-12-12,2009-03-18T01:00:00Z,2008,Adam Savage,38,https://www.ted.com/talks/adam_savage_my_obsession_with_objects_and_the_stories_they_tell
dan_ariely_our_buggy_moral_code,487,דן אריאלי על הקוד המוסרי המשובש שלנו,2009-02-07,2009-03-17T01:00:00Z,2009,Dan Ariely,36,https://www.ted.com/talks/dan_ariely_our_buggy_moral_code
dan_dennett_cute_sexy_sweet_funny,485,"חמוד, סקסי, מתוק, מצחיק",2009-02-05,2009-03-16T01:00:00Z,2009,דן דנט,36,https://www.ted.com/talks/dan_dennett_cute_sexy_sweet_funny
aimee_mullins_my_12_pairs_of_legs,482,איימי מולינס ושנים עשר זוגות רגליה,2009-02-05,2009-03-11T01:00:00Z,2009,Aimee Mullins,42,https://www.ted.com/talks/aimee_mullins_my_12_pairs_of_legs
pattie_maes_pranav_mistry_meet_the_sixthsense_interaction,481,"פטי מייס מציגה את ""החוש השישי"", טכנולוגיה לבישה המשנה את כללי המשחק",2009-02-06,2009-03-10T01:00:00Z,2009,Pattie Maes + Pranav Mistry,44,https://www.ted.com/talks/pattie_maes_pranav_mistry_meet_the_sixthsense_interaction
evan_williams_the_voices_of_twitter_users,473,אוון וויליאמס מאזין למשתמשי טוויטר,2009-02-05,2009-02-27T01:00:00Z,2009,אוון וויליאמס,33,https://www.ted.com/talks/evan_williams_the_voices_of_twitter_users
charles_moore_seas_of_plastic,470,ים הפלסטיק,2009-02-05,2009-02-24T01:00:00Z,2009,צ'רלס מור,36,https://www.ted.com/talks/charles_moore_seas_of_plastic
sylvia_earle_my_wish_protect_our_oceans,467,"משאלת פרס TED של סילביה ארל, להגן על האוקיינוסים שלנו.",2009-02-05,2009-02-19T01:00:00Z,2009,Sylvia Earle,31,https://www.ted.com/talks/sylvia_earle_my_wish_protect_our_oceans
elizabeth_gilbert_your_elusive_creative_genius,453,אליזבט גילברט על טיפוח היצירתיות,2009-02-05,2009-02-09T01:00:00Z,2009,Elizabeth Gilbert,50,https://www.ted.com/talks/elizabeth_gilbert_your_elusive_creative_genius
peter_ward_a_theory_of_earth_s_mass_extinctions,440,פיטר ווארד על הכחדות המוניות,2008-02-27,2009-01-27T01:00:00Z,2008,Peter Ward,24,https://www.ted.com/talks/peter_ward_a_theory_of_earth_s_mass_extinctions
paula_scher_great_design_is_serious_not_solemn,435,פולה שר נהיית רצינית,2008-05-05,2009-01-16T01:00:00Z,2008,Paula Scher,19,https://www.ted.com/talks/paula_scher_great_design_is_serious_not_solemn
dennis_vanengelsdorp_a_plea_for_bees,416,דניס ון-אנגדלסדורפ: תחינה למען הדבורים,2008-07-19,2008-12-10T15:58:00Z,2008,Dennis vanEngelsdorp,25,https://www.ted.com/talks/dennis_vanengelsdorp_a_plea_for_bees
gregory_petsko_the_coming_neurological_epidemic,408,The coming neurological epidemic,2008-02-02,2008-11-30T20:38:00Z,2008,Gregory Petsko,39,https://www.ted.com/talks/gregory_petsko_the_coming_neurological_epidemic
andy_hobsbawm_do_the_green_thing,407,אנדי הובסבאום אומר: תעשו את הדבר הירוק,2008-02-02,2008-11-26T10:03:00Z,2008,Andy Hobsbawm,45,https://www.ted.com/talks/andy_hobsbawm_do_the_green_thing
dan_barber_a_foie_gras_parable,406,משל כבד האווז המפתיע של דן ברבר,2008-07-18,2008-11-24T19:57:00Z,2008,Dan Barber,25,https://www.ted.com/talks/dan_barber_a_foie_gras_parable
tim_brown_tales_of_creativity_and_play,392,טים בראון על יצירתיות ומשחק,2008-05-07,2008-11-06T01:00:00Z,2008,Tim Brown,26,https://www.ted.com/talks/tim_brown_tales_of_creativity_and_play
philip_zimbardo_the_psychology_of_evil,272,הפסיכולוגיה של הרוע: איך אנשים רגילים הופכים למפלצות - או לגיבורים,2008-02-02,2008-09-23T01:00:00Z,2008,פיליפ זימבארדו,34,https://www.ted.com/talks/philip_zimbardo_the_psychology_of_evil
jonathan_haidt_the_moral_roots_of_liberals_and_conservatives,341,ג'ונתן היידט על שורשי המוסר של ליברלים ושמרנים,2008-03-01,2008-09-17T01:00:00Z,2008,ג'ונתן היידט,32,https://www.ted.com/talks/jonathan_haidt_the_moral_roots_of_liberals_and_conservatives
jonathan_drori_what_we_think_we_know,333,מה אנו סבורים שאנו יודעים,2007-02-02,2008-09-05T01:00:00Z,2007,ג'ונתן דרורי,28,https://www.ted.com/talks/jonathan_drori_what_we_think_we_know
kevin_kelly_the_next_5_000_days_of_the_web,319,"קווין קלי על 5,000 הימים הבאים של הרשת.",2007-12-12,2008-07-28T14:01:00Z,2007,Kevin Kelly,27,https://www.ted.com/talks/kevin_kelly_the_next_5_000_days_of_the_web
a_j_jacobs_my_year_of_living_biblically,301,"""השנה המקראית שלי"" מאת איי. ג'יי. יעקב",2007-12-02,2008-07-17T01:00:00Z,2007,A.J. Jacobs,39,https://www.ted.com/talks/a_j_jacobs_my_year_of_living_biblically
nellie_mckay_mother_of_pearl_if_i_had_you,296,נלי מק'קיי שרה עם הומור מנצנץ,2008-02-02,2008-07-11T06:00:00Z,2008,Nellie McKay,24,https://www.ted.com/talks/nellie_mckay_mother_of_pearl_if_i_had_you
adam_grosser_a_mobile_fridge_for_vaccines,285,אדם גרוסר והמקרר בר-הקיימא שלו,2007-02-02,2008-06-23T01:00:00Z,2007,Adam Grosser,50,https://www.ted.com/talks/adam_grosser_a_mobile_fridge_for_vaccines
dean_ornish_your_genes_are_not_your_fate,252,הגנים שלכם לא חורצים את גורלכם,2008-03-03,2008-06-16T01:00:00Z,2008,דין אורניש,50,https://www.ted.com/talks/dean_ornish_your_genes_are_not_your_fate
murray_gell_mann_the_ancestor_of_language,276,מארי גל-מאן על האם הקדמונית של השפה,2007-03-03,2008-06-11T01:00:00Z,2007,Murray Gell-Mann,50,https://www.ted.com/talks/murray_gell_mann_the_ancestor_of_language
mark_bittman_what_s_wrong_with_what_we_eat,263,מה לא בסדר עם מה שאנחנו אוכלים,2007-12-12,2008-05-15T03:43:00Z,2007,מרק ביטמן,30,https://www.ted.com/talks/mark_bittman_what_s_wrong_with_what_we_eat
alisa_miller_how_the_news_distorts_our_worldview,248,אליסה מילר מפיצה את החדשות בנוגע לחדשות,2008-03-03,2008-05-14T01:35:00Z,2008,Alisa Miller,50,https://www.ted.com/talks/alisa_miller_how_the_news_distorts_our_worldview
joshua_klein_a_thought_experiment_on_the_intelligence_of_crows,261,יהושע קליין על התבונה של העורבים,2008-03-03,2008-05-13T07:27:00Z,2008,Joshua Klein,34,https://www.ted.com/talks/joshua_klein_a_thought_experiment_on_the_intelligence_of_crows
paul_stamets_6_ways_mushrooms_can_save_the_world,258,פול סטאמטס על 6 דרכים בהן פטריות יכולות להציל את העולם,2008-03-03,2008-05-06T04:00:00Z,2008,Paul Stamets,29,https://www.ted.com/talks/paul_stamets_6_ways_mushrooms_can_save_the_world
brian_cox_cern_s_supercollider,253,בריאן קוקס על מאיץ החלקיקים החדש של סרן,2008-03-03,2008-04-29T01:47:00Z,2008,Brian Cox,38,https://www.ted.com/talks/brian_cox_cern_s_supercollider
amy_tan_where_does_creativity_hide,250,איימי טאן על יצירתיות,2008-02-02,2008-04-22T04:38:00Z,2008,Amy Tan,34,https://www.ted.com/talks/amy_tan_where_does_creativity_hide
al_gore_new_thinking_on_the_climate_crisis,243,אל גור: חשיבה מחודשת על משבר האקלים,2008-03-03,2008-04-08T01:27:00Z,2008,Al Gore,44,https://www.ted.com/talks/al_gore_new_thinking_on_the_climate_crisis
stephen_hawking_questioning_the_universe,242,שאלות אודות היקום,2008-02-27,2008-04-04T01:31:00Z,2008,סטיבן הוקינג,42,https://www.ted.com/talks/stephen_hawking_questioning_the_universe
dave_eggers_my_wish_once_upon_a_school,233,המשאלה שלי: אז בבית הספר,2008-02-28,2008-03-18T01:59:00Z,2008,Dave Eggers,32,https://www.ted.com/talks/dave_eggers_my_wish_once_upon_a_school
jill_bolte_taylor_my_stroke_of_insight,229,התקף התובנה רב-העוצמה של ג'יל בולטי טיילור,2008-02-27,2008-03-12T01:10:00Z,2008,ג'יל בולטי טיילור,49,https://www.ted.com/talks/jill_bolte_taylor_my_stroke_of_insight
craig_venter_on_the_verge_of_creating_synthetic_life,227,קרייג וונטר עומד על סף יצירת חיים סינתטיים,2008-02-28,2008-03-06T01:38:00Z,2008,Craig Venter,24,https://www.ted.com/talks/craig_venter_on_the_verge_of_creating_synthetic_life
david_gallo_underwater_astonishments,206,דייוויד גאלו מציג פלאים תת-ימיים,2007-03-03,2008-01-11T00:28:00Z,2007,David Gallo,50,https://www.ted.com/talks/david_gallo_underwater_astonishments
j_j_abrams_the_mystery_box,205,קופסת המיסתורין של ג'יי ג'יי אברמס,2007-03-03,2008-01-10T06:00:00Z,2007,J.J. Abrams,31,https://www.ted.com/talks/j_j_abrams_the_mystery_box
lakshmi_pratury_the_lost_art_of_letter_writing,201,לקשמי פרטורי על כתיבת- מכתבים,2007-03-03,2007-12-20T06:49:00Z,2007,Lakshmi Pratury,44,https://www.ted.com/talks/lakshmi_pratury_the_lost_art_of_letter_writing
vs_ramachandran_3_clues_to_understanding_your_brain,184,3 רמזים להבנת המוח שלנו,2007-03-03,2007-10-21T08:15:00Z,2007,ויליאנור ראמצ'אנדרן,36,https://www.ted.com/talks/vs_ramachandran_3_clues_to_understanding_your_brain
zeresenay_alemseged_the_search_for_humanity_s_roots,168,זרסניי אלמסגד תר אחרי מקורות האנושות,2007-06-07,2007-09-18T07:00:00Z,2007,Zeresenay Alemseged,28,https://www.ted.com/talks/zeresenay_alemseged_the_search_for_humanity_s_roots
dean_kamen_luke_a_new_prosthetic_arm_for_soldiers,82,דין קיימן מציג זרוע תותבת מכנית חדשה.,2007-03-09,2007-08-28T06:00:00Z,2007,Dean Kamen,32,https://www.ted.com/talks/dean_kamen_luke_a_new_prosthetic_arm_for_soldiers
william_kamkwamba_how_i_built_a_windmill,153,וויליאם קמקוומבה על בניית טחנת רוח,2007-06-05,2007-07-31T11:20:00Z,2007,William Kamkwamba,46,https://www.ted.com/talks/william_kamkwamba_how_i_built_a_windmill
alan_russell_the_potential_of_regenerative_medicine,142,אלן ראסל על התחדשות הגוף שלנו,2006-02-02,2007-07-04T10:45:00Z,2006,Alan Russell,33,https://www.ted.com/talks/alan_russell_the_potential_of_regenerative_medicine
blaise_aguera_y_arcas_how_photosynth_can_connect_the_world_s_images,129,בלייז אגרה אי ארקס מדגים את פוטוסינת,2007-03-03,2007-05-27T00:37:00Z,2007,Blaise Agüera y Arcas,36,https://www.ted.com/talks/blaise_aguera_y_arcas_how_photosynth_can_connect_the_world_s_images
james_nachtwey_my_wish_let_my_photographs_bear_witness,84,משאלתי היא לאפשר לתמונותי להעיד,2007-03-08,2007-04-03T00:11:00Z,2007,ג'יימס נאכטווי,26,https://www.ted.com/talks/james_nachtwey_my_wish_let_my_photographs_bear_witness
e_o_wilson_my_wish_build_the_encyclopedia_of_life,83,אדווארד ווילסון מדבר על הצלת חיים על פני כדור הארץ,2007-03-08,2007-04-03T00:11:00Z,2007,E.O. Wilson,28,https://www.ted.com/talks/e_o_wilson_my_wish_build_the_encyclopedia_of_life
dean_ornish_the_killer_american_diet_that_s_sweeping_the_planet,10,דין אורניש על התזונה העולמית הרצחנית,2006-02-23,2006-12-14T00:11:00Z,2006,Dean Ornish,50,https://www.ted.com/talks/dean_ornish_the_killer_american_diet_that_s_sweeping_the_planet
michael_shermer_why_people_believe_weird_things,22,מייקל שרמר מדבר על אמונה בדברים מוזרים,2006-02-23,2006-11-08T00:11:00Z,2006,Michael Shermer,43,https://www.ted.com/talks/michael_shermer_why_people_believe_weird_things
burt_rutan_the_real_future_of_space_exploration,4,ברט רוטאן רואה את עתיד החלל,2006-02-24,2006-10-25T00:11:00Z,2006,Burt Rutan,29,https://www.ted.com/talks/burt_rutan_the_real_future_of_space_exploration
sirena_huang_an_11_year_old_s_magical_violin,45,סירנה הואנג מהממת על הכינור,2006-02-23,2006-08-08T00:11:00Z,2006,Sirena Huang,34,https://www.ted.com/talks/sirena_huang_an_11_year_old_s_magical_violin
dan_dennett_let_s_teach_religion_all_religion_in_schools,94,בואו נלמד דת - את כל הדתות - בבתי הספר: תשובתו של דן דנט לכומר ריק וורן,2006-02-02,2006-07-18T00:11:00Z,2006,דן דֶנֶט,33,https://www.ted.com/talks/dan_dennett_let_s_teach_religion_all_religion_in_schools
julia_sweeney_letting_go_of_god,86,ג'וליה סוויני: להשתחרר מאלוהים,2006-02-24,2006-07-10T00:11:00Z,2006,Julia Sweeney,31,https://www.ted.com/talks/julia_sweeney_letting_go_of_god
hans_rosling_the_best_stats_you_ve_ever_seen,92,הנס רוסלינג מציג את הנתונים הכי טובים שיצא לכם לראות,2006-02-22,2006-06-27T20:38:00Z,2006,Hans Rosling,49,https://www.ted.com/talks/hans_rosling_the_best_stats_you_ve_ever_seen
majora_carter_greening_the_ghetto,53,סיפורה של מג'ורה קרטר על התחדשות עירונית,2006-02-26,2006-06-27T00:11:00Z,2006,Majora Carter,35,https://www.ted.com/talks/majora_carter_greening_the_ghetto
